name,ra,dec,zlens,type,grading,ref
DESI-334.0193-12.3703,334.01933,-12.3703,0.265,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-334.2188-08.9595,334.21879,-8.9595,0.312651,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-334.3725-59.0658,334.3725,-59.06577,0.445,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-334.4254-41.8725,334.42623,-41.87229,0.307,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Storfer et al. (2022) - arXiv:2206.02764
DESI-334.5268+20.8617,334.52679,20.8617,0.198144,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-334.5457-56.0516,334.54579,-56.05154,0.748,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-334.6628-09.6291,334.66279,-9.62909,0.839,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-334.6963-43.7652,334.69629,-43.76518,0.614,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-334.7468-45.3145,334.74676,-45.31446,0.65293056,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764 | Rojas et al. (2021) - arXiv:2109.00014
DESI-334.7812-45.7618,334.78121,-45.76177,0.385,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-334.7830-08.9395,334.78296,-8.93955,0.174,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-334.7964+08.9935,334.79642,8.9935,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-335.1115-63.1161,335.1115,-63.11606,0.905,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-335.1909-55.8748,335.19087,-55.87478,0.306,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-335.2071-11.9607,335.20708,-11.9607,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-335.2291-11.4857,335.22908,-11.4857,0.52,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-335.4276+24.7658,335.42762,24.76578,0.715,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-335.6052-06.1878,335.60517,-6.18782,0.119,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-335.6382-43.6509,335.63821,-43.65093,0.82,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-335.7728-47.0105,335.77275,-47.01052,0.875,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-335.7853-11.6783,335.78533,-11.67826,0.273,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-335.9213-63.4922,335.92133,-63.49216,0.663608,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764 | O'Donnell et al. (2021) - arXiv:2110.02418
DESI-336.0350-00.7341,336.03496,-0.73414,0.288,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-336.0656+15.3617,336.06558,15.36174,0.397,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-336.1600-00.1304,336.16004,-0.13042,0.404,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-336.1608-01.8761,336.16083,-1.87606,0.21,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-336.3734+11.5856,336.37346,11.58559,0.506,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-336.4937-53.9729,336.49371,-53.97286,0.702,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-336.4964-63.8552,336.49638,-63.85525,0.466,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-336.5208-50.4002,336.52079,-50.4002,0.622,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-336.5508-02.5913,336.55083,-2.59133,0.3652,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-336.6062+19.6612,336.60621,19.66119,0.5514,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-336.6257-02.8177,336.62567,-2.8177,0.746,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-336.7102+15.1795,336.71021,15.1795,0.505907,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-336.7782-57.4705,336.77825,-57.4705,0.639,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-336.8690-48.8743,336.86904,-48.87426,0.797,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-336.9178-50.9090,336.92054,-50.90953,0.7435006,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-337.0079+15.3865,337.00794,15.38646,0.2442,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-337.0238+23.4049,337.02375,23.40493,0.669,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-337.0354+16.0921,337.03542,16.09214,0.734,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-337.0520+24.6396,337.052,24.63963,0.394,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-337.1390+20.6249,337.139,20.6249,0.403,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-337.2103+14.9081,337.21029,14.9081,0.551204,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-337.2647-55.2168,337.26471,-55.21683,0.705,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-337.3804-55.4231,337.38046,-55.42308,0.38,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-337.3960-44.2745,337.39596,-44.27449,0.859,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-337.4858-42.0527,337.48583,-42.05266,0.508,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-337.6099-45.7932,337.60988,-45.79315,0.635,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-337.6681-59.6442,337.66804,-59.64422,0.536,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-337.7015-50.1563,337.7015,-50.15627,0.639,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-338.0280+23.1501,338.02796,23.15006,0.374,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-338.0693-43.5083,338.06933,-43.50826,0.645,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-338.0990+01.5111,338.099,1.5111,0.548,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-338.1106-60.1609,338.11062,-60.16087,0.779,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-338.1775+01.6182,338.1775,1.6182,0.410119,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-338.1859+29.3470,338.18592,29.34705,0.593,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-338.2819-50.7598,338.28192,-50.75978,0.677,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-338.3450-56.0037,338.345,-56.00372,0.723,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-338.5431+32.4454,338.54308,32.44539,0.4218,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-338.5454-46.4729,338.54538,-46.47297,0.511,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-338.6021-00.2403,338.60212,-0.24025,0.402,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-338.7134-60.8722,338.71337,-60.87218,0.541,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-338.8070-10.3407,338.807,-10.34074,0.788,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-338.8589-50.4059,338.8589,-50.40592,0.689,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-338.9341+07.7338,338.93408,7.7338,0.491928,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-339.2448-54.4694,339.24475,-54.46935,0.406,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-339.2925+15.2458,339.2925,15.24579,0.629,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-339.3348-56.2879,339.33483,-56.28789,0.657,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-339.3932-08.0056,339.39321,-8.00558,0.368,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-339.3998-12.0424,339.39979,-12.0424,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-339.4410-02.3762,339.441,-2.37618,0.3931,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-339.4463+33.0187,339.44625,33.0187,0.27,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-339.4488-65.0855,339.44879,-65.08546,0.324,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-339.4775+27.5893,339.47711,27.58942,0.42198306,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764 | Storfer et al. (2022) - arXiv:2206.02764
DESI-339.7947-48.2552,339.79469,-48.2552,0.901,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Rojas et al. (2021) - arXiv:2109.00014
DESI-339.8359+01.7513,339.83588,1.75131,0.363,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-339.8880-04.4883,339.88796,-4.48818,0.531812,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730 | Wen et al. (2011) - arXiv:1108.0494
DESI-339.9535-53.4695,339.95354,-53.46948,0.416,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-340.0966+26.9614,340.09658,26.9614,0.267124,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-340.3276-12.7675,340.32762,-12.76751,0.27,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-340.3380+21.8746,340.33804,21.87456,0.7025,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-340.3462+01.0608,340.34621,1.06084,0.412,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-340.3985+01.1081,340.3985,1.10813,0.202,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-340.6218+03.2048,340.62179,3.2048,0.573828,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-340.7763-44.7168,340.77629,-44.71677,0.475,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-340.7868-55.1416,340.78677,-55.14158,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-340.8924-01.8987,340.89334,-1.89922,0.33480498,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-340.9543-47.7620,340.95425,-47.76201,0.52,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-341.0206+27.9877,341.02066,27.9876,0.337267999999999,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730 | Wen et al. (2011) - arXiv:1108.0494 | Tran et al. (2022) - arXiv:2205.05307
DESI-341.1450-59.1528,341.145,-59.15284,0.852,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-341.2353-47.2688,341.23533,-47.26884,0.312,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-341.2733-50.0204,341.27181,-50.02122,0.435,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Storfer et al. (2022) - arXiv:2206.02764
DESI-341.2747+00.6718,341.27471,0.67178,0.642586,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730 | Cao et al. (2020) - arXiv:2008.01361 | Shu et al. (2016) - arXiv:1604.01842
DESI-341.3929-56.8726,341.39292,-56.87258,0.538,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-341.4370-57.3475,341.43688,-57.34689,0.864,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-341.5862-11.1060,341.58621,-11.10604,0.288,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-341.8012-02.0939,341.8011,-2.09386,0.329,galaxy,confident,Wen et al. (2011) - arXiv:1108.0494 | Sand et al. (2005) - arXiv:astro-ph/0502528 | Huang et al. (2021) - arXiv:2005.04730
DESI-341.8330+18.0226,341.83316,18.02256,0.300041,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Canameras et al. (2020) - arXiv:2004.13048 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Talbot et al. (2020) - arXiv:2007.09006
DESI-342.1397-51.8900,342.13975,-51.88996,0.502,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-342.1516+20.2529,342.15158,20.2529,0.584695,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-342.2277-49.9235,342.2277,-49.92343,0.49,galaxy,probable,Jacobs et al. (2018) - arXiv:1811.03786 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Storfer et al. (2022) - arXiv:2206.02764
DESI-342.2726+19.8035,342.27258,19.8035,0.489197,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-342.5325-02.0147,342.53258,-2.0146,0.3334,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-342.5385+32.4509,342.53808,32.4497,0.146,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-342.5951-09.6182,342.59512,-9.61824,0.4473,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-342.6464-44.4353,342.64638,-44.43526,0.607,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-342.6703-53.1943,342.66676,-53.19503,0.441,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Diehl et al. (2017) - doi:10.3847/1538-4365/aa8667 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Rojas et al. (2021) - arXiv:2109.00014
DESI-342.6787-58.2335,342.67875,-58.23346,0.086,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-342.8398+14.4981,342.83979,14.49807,0.5258,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-342.9236-57.4053,342.9236,-57.40529,0.399,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-342.9290-03.4136,342.929,-3.4136,0.257976,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-342.9296-46.7865,342.9296,-46.7865,0.774,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-343.0092-45.9121,343.00921,-45.9121,0.814,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-343.0267-42.9753,343.02667,-42.97534,0.744,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-343.0402-04.2187,343.04021,-4.2187,0.420781,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-343.0755-02.2808,343.07525,-2.28041,0.15,galaxy,probable,Canameras et al. (2020) - arXiv:2004.13048 | Storfer et al. (2022) - arXiv:2206.02764
DESI-343.1778-50.4351,343.17779,-50.43511,0.853,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-343.2543-57.6444,343.25433,-57.64438,0.287,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-343.3393+12.1114,343.33929,12.11145,0.516,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-343.6269-00.5317,343.62692,-0.53168,0.634,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-343.6329-50.4884,343.63292,-50.4884,0.121,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-343.7432+03.9726,343.74321,3.9726,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-343.8114-60.2360,343.81138,-60.23598,0.752,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-343.9996+11.0677,343.99958,11.06772,0.7949,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-344.0644-48.6302,344.06442,-48.63018,0.521,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-344.1134+13.4376,344.11337,13.43758,0.249,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-344.1388-60.2111,344.13883,-60.21107,0.467,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-344.2779-62.1070,344.27792,-62.10703,0.685,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-344.4392-58.2336,344.43917,-58.23363,0.736,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-344.5402-07.1204,344.54017,-7.12042,0.304,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-344.5567+17.1506,344.55671,17.1506,0.664602,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-344.5905+05.0181,344.5905,5.0181,0.692262,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-344.6252-48.8977,344.62517,-48.89775,0.374,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-344.6262-58.6910,344.62621,-58.691,0.397868,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-344.8283-04.8480,344.82825,-4.84798,0.755,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-344.8782+01.2913,344.87821,1.29132,0.3725407,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-344.8930-13.3803,344.89235,-13.38031,0.444,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Canameras et al. (2020) - arXiv:2004.13048
DESI-344.9569+12.0924,344.95692,12.0924,0.256796,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-344.9861-02.7461,344.98608,-2.7461,0.404706,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-345.0719+22.2249,345.072,22.22481,0.418162,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730 | Wen et al. (2011) - arXiv:1108.0494
DESI-345.1396+03.8309,345.13954,3.83091,0.488,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-345.5129+12.8317,345.51288,12.83172,0.249,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-345.6650-55.4455,345.66742,-55.4448,0.728,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-345.8609+23.4760,345.86092,23.476,0.325177,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-345.8679+08.9273,345.86792,8.9273,0.555921,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-345.8868-40.9379,345.888,-40.9378,0.35,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-346.1290-60.6806,346.129,-60.6806,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-346.1908-55.9605,346.19079,-55.96049,0.743,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-346.2113+27.3830,346.21125,27.38299,0.738,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-346.2488-47.0159,346.24883,-47.01591,0.585,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-346.5801-59.1067,346.58008,-59.10667,0.536,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-346.6288+27.4720,346.62879,27.472,0.526393,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-346.6701+09.4238,346.67012,9.42376,0.765,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-346.7102-40.8544,346.71017,-40.85436,0.938,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-346.7223-12.6443,346.72229,-12.6443,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-346.7269+11.0009,346.72692,11.00092,0.684,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-346.7359-49.6984,346.73658,-49.6975,0.361,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-346.7668-13.3744,346.76679,-13.3744,0.575,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-346.7984-12.4431,346.79842,-12.4431,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-346.7994-54.6686,346.79937,-54.66859,0.704,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-346.8325-43.9976,346.83158,-43.9934,0.348,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-346.8533-54.6683,346.8524,-54.6666,0.553,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-347.0922-03.0723,347.09221,-3.07231,0.275,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-347.1009+28.9983,347.10092,28.9983,0.395286,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-347.1313+31.7770,347.13133,31.77698,0.3416,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-347.2548+22.7711,347.25483,22.77107,0.4916,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-347.2554+14.2154,347.25537,14.21539,0.332,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-347.2980-43.4949,347.29796,-43.49492,0.448,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-347.3571+28.3380,347.3577,28.33803,0.306069,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Canameras et al. (2020) - arXiv:2004.13048
DESI-347.5804-50.3549,347.58038,-50.35492,0.796,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-347.7404-12.9205,347.74046,-12.92051,0.299,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-347.7497+28.3953,347.74971,28.3953,0.4905,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-347.7686+26.6147,347.76858,26.61467,0.528,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-347.7824+05.4971,347.78242,5.4971,0.587452,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-347.7997-09.4026,347.79971,-9.4026,0.637634,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
