brickname,lrg_count
1953p042,9
1984p040,2
1997p062,13
1998p087,9
1991p285,8
0870m150,10
1412p122,3
1434p152,11
1458m122,9
3242m695,7
3438m310,1
3402m532,3
3448m532,6
3446m635,7
3518p140,24
1515m192,4
1531m297,8
1550m325,6
0209p055,9
1591p125,5
1551p307,15
1595p320,33
0331m395,2
2163p297,6
2159p325,8
2167p345,5
2174p352,3
0507m360,9
2912m582,7
2921m600,17
1150p157,6
1154p177,6
1195p237,3
3393m670,7
3393p002,7
1730p067,2
1750p132,7
1747p112,7
1783m007,6
1775m132,7
1785m215,5
0144m060,9
1502p055,5
1524p130,4
1540p202,10
2067p067,7
2077p092,5
2105m365,14
2249m327,25
2426p335,5
2474m177,16
2334m162,4
3011m627,5
0003m712,5
0033m795,9
0018p015,11
0237m160,4
0234m210,7
0216m310,6
0237m457,15
0443m027,7
0405m087,3
0437m147,8
0399m210,2
0436m337,2
0114p060,2
0125p097,4
0457m180,9
0783m415,11
2627p117,1
2602p157,21
3204p157,4
3465m557,6
0084m252,11
0055m492,9
0053m577,2
0871m612,11
0570m845,5
0576p085,13
0986m475,6
0998m467,7
0964m562,38
0748m455,2
0705m562,5
0982m337,1
1146p160,10
1148p217,8
1115m492,9
1147m740,7
1466m275,3
1473m262,10
1723m042,6
1658p195,5
1768p042,3
1753p062,12
1767p145,5
1775p165,14
1326p012,4
1337p130,10
1322p340,9
1366m087,11
1878p132,3
1882p167,6
1948m140,7
1947m125,46
1942m132,5
1925m102,5
2445m052,2
2889m610,4
3258m470,5
3307p057,15
3307p065,4
3586m017,6
3563m312,5
0001p237,3
0075m115,4
0391m337,8
0363m522,4
0481m337,7
0483m465,18
0483m457,2
0475m607,7
1437m187,6
1576m175,8
2230m830,9
2221p002,10
2245p055,4
2241p067,6
2217p197,25
2203p305,4
2351m177,7
3263m010,7
3271m012,10
3297m050,8
3260m145,3
3540m110,3
0021m107,2
0045m310,12
0007m367,6
0043m447,9
0387p055,7
0389p125,10
0631p080,11
0743m135,5
1244p220,9
1206p262,4
1648m150,5
1602m235,15
1815p295,7
1922m300,6
1929m420,9
2287p200,6
2481p007,15
2450p277,8
2499p317,2
2996m210,7
2979m425,4
3162m420,4
3580m552,3
3549m622,7
0260m742,2
0254m802,59
0271p240,12
0312m517,3
0309p047,8
0503p005,4
0678m090,11
0669m107,6
0664m352,7
2040p080,6
2032p217,6
2041p265,7
2421p060,12
2414p177,2
3049m402,6
3024m435,9
3016m522,9
3005m600,4
3522m345,12
0283m542,1
0374m102,5
0828m770,10
1406p130,4
1448p102,4
1398p282,10
1412p307,6
1493m080,4
1450m175,10
1473m230,1
1501p027,12
1511p112,2
1523p135,6
2092p055,3
2084p140,4
2105m065,3
2465m187,14
2611p130,8
2611p155,6
2611p170,14
2623p150,6
2632p242,3
3142m115,10
3207p142,5
3210p122,8
3212p157,7
3218p222,23
0233p252,11
0244p277,9
0268m160,6
0666m547,8
0724m565,6
0733p002,10
0778m030,12
0789m322,6
1378p127,5
1387p177,10
1405m035,9
1422m090,11
1581m872,28
1623p010,13
1616p135,21
1951p147,2
2325p295,7
2350p332,5
2371m022,6
2383m140,1
3121m002,25
3239m675,3
3432m582,7
3521p050,15
0331m180,6
0339m215,5
0335m262,2
0317m325,1
0503m285,8
0499m362,6
0520m662,11
0912m377,11
0901m472,3
0917m502,5
0925m610,3
1187p172,8
1208m002,9
1706p002,3
1748p067,6
1798m307,3
1338p027,2
1312p095,4
1307p222,5
1347m772,8
2208p195,5
2211p342,14
2157p252,10
3028m655,5
3095m090,9
3181p127,10
3247m082,11
3370p277,6
3407m075,5
3419m085,6
3436m100,4
3411m137,7
0036m590,7
0046m695,5
0201m045,7
0241m090,2
0226m150,6
0225m282,5
0221m277,3
0211m382,4
0244m432,5
0419m075,3
0410m245,6
0447m292,10
0409m350,6
0434m385,8
1289p305,4
1301m015,9
1332m127,7
1663p120,10
1666p195,6
2139p040,8
2110p067,2
2168m192,12
2271m032,4
2277m330,6
3131m570,5
3385m047,9
3358m020,12
3395m100,9
3357m100,2
3362m075,7
3364m182,7
3360m370,1
3409p070,3
3412p275,12
0111p122,5
0161m015,5
0152m067,4
0171m140,6
0155m250,6
0187m447,4
0185m502,6
0613m415,12
1464p262,7
1497p325,6
1515m140,5
1519m110,7
1521m110,16
1503m230,10
1582p075,4
1570p130,2
1585p225,6
1570p350,3
1951m285,5
1960m267,7
2382p047,7
2353p057,5
2906m430,10
2908m442,10
3393m542,4
3394m622,3
0116m065,4
0141p015,5
0401p132,7
0477m242,2
1146p292,5
1738m075,7
1723m400,5
1816m172,10
2521p137,4
2506p302,8
3252p227,11
0064p105,3
0081p140,6
0164m827,9
0409m627,3
0400m755,9
0528m195,11
0826m137,15
1059m852,17
2734p337,7
1255p115,8
1659m377,4
3151m057,9
3175m080,5
3480p057,7
3471p110,3
0001m130,6
0022m335,11
0042m310,5
0709m057,6
0748m237,5
0702m217,8
0711m367,6
1032m582,6
1237p120,4
1635m115,5
1882m367,8
2393p237,3
2375p227,6
2872m592,13
3310p092,4
3331p137,6
3331p192,9
3505p312,4
0087m087,4
0392m382,6
0394m560,7
1068m837,10
1178p080,8
1196p132,16
1404m167,7
1423p002,12
1429p092,9
1594m077,9
1571m210,7
2112p052,12
2111p182,4
2187m102,9
2199m292,12
2162m347,15
2191m345,3
2188m382,11
2554p040,16
2599p232,5
3146p002,7
3385m297,1
3438p110,10
0190m295,3
0587m550,7
0625m087,26
0613m337,4
0634m422,44
1510m090,11
1560p047,1
1552p155,8
1954m162,2
1970p085,8
1974p335,6
2013m092,4
2029m092,1
2155p130,6
2195p267,5
2348m122,9
2300m192,6
0121m290,1
0110m450,5
2761m855,12
3011m632,13
3183p020,4
3241m135,7
3248m105,25
3213m147,3
0102m710,4
0106p052,5
0446p065,5
0464m140,9
0484m152,5
0497m237,7
1482m257,9
1462p095,9
1487p137,4
3353p117,1
3371p122,8
3354p180,4
3362p200,4
0023m747,11
0050m887,9
1850p150,4
2343p000,12
2321p000,5
2308p317,5
2386m060,9
2664p200,8
3206m407,7
3216m462,6
3241m510,6
3408m327,5
3445m605,4
0222m075,7
0236m082,7
0239m255,4
0249m300,5
0227m352,6
0448m055,14
0430m242,7
0448m307,5
0447m385,8
3548p060,7
3544p145,4
1687p145,10
0223m625,4
1770p097,2
1796p067,5
0300p307,6
0328m017,18
0307m047,8
0516m262,7
0545m287,4
0912m352,3
1713m277,6
1197p207,13
1180p282,6
1770p272,8
1825m195,6
1824m177,11
1718p202,6
2041m170,10
2005m350,7
2511p030,4
2094p047,3
2066p052,5
2822m647,27
2101m112,11
2131m260,5
2118m387,5
3255p285,12
3347m490,3
0062m775,4
0081p045,1
0084p162,3
0089p320,2
0409p042,5
2609p110,7
0751p075,2
0807m235,4
1671m100,8
1699m117,5
1656m185,6
1681m242,6
1688m395,4
1793m055,6
1848p245,2
1858m052,9
1870m125,8
1883m140,6
1942m420,14
2286p020,11
2276p275,6
2267p305,8
3462m072,7
3470m125,5
3482m230,12
0256p232,7
0340m560,4
0317m790,6
0328m842,6
0343p017,13
3146m087,2
3477m602,5
3475m670,8
0077m440,11
0273m072,3
0653p022,11
0726m525,6
0728m575,7
0729m582,5
0708m815,13
1107m747,13
1091m837,8
1317p225,8
1312p272,10
1329p317,6
2015p147,7
2063m350,7
2078m330,10
3549m395,6
0554m065,7
0692m190,3
1357p130,4
1412m050,24
1441m012,2
1605p042,5
1608p167,4
1649p275,3
3582p247,7
3549p300,4
0269m255,7
0258m382,8
0304p320,7
0373m065,10
0350m090,2
0835m397,7
0878m220,6
0851m392,12
0856m422,7
1863p037,2
1857p135,4
1862p135,9
1883p192,11
1876p255,9
1441p217,5
1495m190,9
2357p300,5
2373p255,5
2866m435,11
3335p060,9
3340p272,4
3581m037,8
0004p242,37
0058m245,4
0377m690,7
0470m292,9
0454m500,5
0455m707,7
1180m840,11
1409m822,8
1594m300,5
2264m125,7
2279m335,21
2367m202,10
2371m842,16
2393p025,5
2716p210,35
2764m585,5
3467p265,6
3482p302,7
0374p140,3
0627p032,6
0609p032,19
0703m082,8
0738m115,7
0732m157,4
1038m592,17
1201p017,6
1283m032,9
1610m110,8
1617m185,5
1980p230,9
2006m017,5
2144p112,18
2128p120,9
2130p200,6
2181m097,11
3364m540,6
3397m560,4
0111m247,10
0142m517,6
0142p080,12
2595p237,8
2963m640,6
3375m040,10
3393m127,4
3367m427,5
3421p030,9
3449p277,1
0137p260,5
0185m080,11
0182m155,7
0402p057,10
0461m125,5
0479m125,3
0450m172,1
0501m175,5
1121p195,8
1149p282,15
1142p262,7
1118p282,1
1488p037,5
1492p157,5
1725m055,7
1742m102,6
1747m340,7
1787p270,8
1839m235,5
1817m252,4
0199m562,3
0554m495,7
0638m015,15
0605m115,12
1477p222,9
1465p287,5
1499m207,8
1566p020,6
1552p255,8
2151p007,6
2323m242,14
2791m855,5
2845m467,57
2824m587,14
2538p192,5
3267p167,7
3325m032,4
3159p085,12
3165p100,8
0018m535,7
0028m615,5
0225m070,16
0230m240,2
0201m305,5
3309m330,10
0079p167,2
0077p317,3
0184p222,8
0425m707,4
0427m740,6
0424m232,6
0972m407,3
0984m747,7
0997m737,14
1348m025,11
1661p025,4
1681p202,3
1791p100,8
1768p107,3
0476p040,14
0529m035,17
1052m545,13
1288m067,9
1271m837,21
1281p152,31
1826m355,13
1833p072,3
1948p105,4
1942p177,2
1906p185,12
1911p222,4
2674p190,4
3098p007,5
3230m467,5
3442m370,3
3424m477,5
3431m465,5
3406m645,7
3422m665,4
3444m660,7
3531p017,3
3540p115,7
3503p147,7
0221p010,12
0246p045,1
0320m057,1
0329m132,5
0331m147,4
0930m342,3
1161p262,3
1208m700,5
1712p097,4
1743p052,5
1740p082,15
1706p120,2
1833p227,5
1846p210,5
1819p332,5
1872m105,2
1878m140,2
1927m377,9
2273p200,10
2480p052,10
2467p120,9
2479p332,2
2995m310,18
2995m472,3
3172m405,7
3152m507,7
3410p335,3
3418p337,7
3471m112,11
3594m485,9
3586m615,8
3556m717,4
0322m542,2
0585m070,9
0651m395,2
0717p092,12
0791m005,6
0759m075,3
0789m097,5
0795m150,8
0762m175,5
0764m265,7
1363p067,3
1371p187,3
1354p210,9
1357p300,6
1608p040,8
1636p137,3
1626p132,3
1616p345,3
2065p295,9
2059p305,4
2121m182,9
2103m350,7
2630p142,31
2646p272,10
3249m737,5
3208p022,10
3206p117,9
3238p207,12
0093m292,3
0061m382,8
0236p257,3
0570m660,2
0571p010,1
0677m472,4
0701m847,8
0660p045,13
0734m410,5
0731m447,5
1080p312,7
1064p340,1
1353p027,9
2226p190,2
2205p307,3
2211p317,7
2295m225,5
2257m287,7
3258m107,6
3513m030,4
0011m080,3
0006m137,7
0028m252,8
0036m310,3
0378p017,5
0607m740,7
0713m085,5
0730m267,5
1048m592,17
1004m607,3
1203p007,3
1209p047,4
1641m037,7
1895p112,5
1877p187,5
1883p250,5
1884p292,3
1947m062,2
1911m065,4
2031p242,13
2007p335,7
2089m082,8
2067m232,3
2431p002,5
2369p137,33
2861m665,5
2665p267,5
3027m487,7
3050m597,2
3575m130,15
3585m115,5
0077m117,8
3060m495,5
3078m452,8
3096m545,6
3521m210,2
3509m500,2
3526m515,14
3573p247,6
0396m227,6
0463m467,2
0304p155,4
0312p250,4
0369m182,4
0858m382,9
0853m415,4
1454m062,1
1463m127,4
1481m140,13
1462m195,11
1485m187,8
1197p050,4
1596m127,9
1591m297,13
2115p070,17
2132p090,8
2174m137,5
2177m360,17
3120m600,4
3100p040,3
3137p100,13
0172m125,4
0160m170,8
0170m165,8
0154m527,9
0584m447,9
0550m585,7
1844m077,5
2009m205,6
2501p335,3
3344m322,9
3339m330,3
0098p177,2
0400m777,10
0431p040,11
0521m142,7
0613m002,9
0639m250,9
1531m112,2
1588p012,3
1557p160,8
1573p327,6
2206m065,2
2201m340,4
2342m052,8
2306m120,5
2322m310,7
3186p007,2
3246m012,4
3229m095,3
3375p265,4
0233m267,8
0231m460,3
0965m355,7
0763p030,7
0800m170,9
1227m875,11
1276p005,4
1329m085,7
1350m130,8
1649p135,4
1674p322,11
1656m150,9
1680m180,8
1692m342,16
1977p285,5
2029m102,13
2931m652,7
3373m650,5
0106m137,8
0122m602,1
0111p010,9
0414p160,4
0795m812,5
1124p157,2
1148p205,4
1481m822,10
1484p125,4
1728m030,5
2237p045,10
2206p037,3
2258m090,8
2291m227,18
2374m257,26
2724p310,14
2767m615,9
3157m117,4
3494p097,6
0031m230,5
0046m337,6
0397p190,4
0351p210,7
0644m745,8
0650m812,13
0690p050,6
0727m092,7
1213p027,5
1203p185,5
1253m012,3
1848m375,6
1858m380,5
1860m405,9
1883p202,4
1931m195,7
2096m002,3
2420p117,10
2353p100,2
2367p252,9
2433m145,10
2441m212,11
3319p170,9
0033p222,13
1835m367,8
1836p035,9
1916p272,9
1981m020,4
1997m075,4
0370m370,4
1063m567,14
3023m210,13
3027m417,6
3009m490,8
3086m442,6
3545m642,9
3593p020,7
3573p130,2
3596p185,9
3587p272,9
0251m360,5
0259m487,4
0259m525,7
0303p167,4
0376m030,9
0369m045,7
0373m147,8
0393m117,5
0834m375,5
0847m587,9
1148m707,8
1173m747,20
1201m772,4
2325p147,5
2325p282,5
2687m790,22
3115m037,9
1417p107,4
1448p320,4
1491m030,7
1516p020,6
1536p070,6
1519p130,9
1547p152,4
2059p035,22
2061p020,9
2069p120,3
2118m122,15
2143m197,13
2131m202,5
2139m372,6
2443p317,6
2454m180,19
2629p222,8
2644p262,5
3444m457,10
3535p180,11
0317m235,16
0349m447,2
0514m415,6
0533m497,8
1716p012,8
1718p160,4
1775m137,14
1809p262,3
1886m200,11
3131m392,1
3226p150,2
3248p280,6
0053m547,7
0209p205,88
0263m015,9
0554m702,5
0598p107,4
2270p102,14
2475p120,8
2469p272,2
2966m470,5
0264m722,7
0263p022,3
0265p132,5
1308p065,7
1323p207,7
1326p292,2
0789m107,11
0783m245,4
0754m327,8
0758m310,3
0763m347,2
0770m342,6
1601p305,7
2214m197,6
2321m190,8
2849m567,9
2815m572,9
3003m840,9
3099m050,9
3162p145,10
3353p287,10
3355p270,3
3441m100,6
0200m117,4
0202m212,6
0211m337,8
0247m347,9
0422m045,7
0425m090,3
0999m452,4
0973m537,9
0985m552,8
0976m760,3
1254p227,6
1305m040,5
1680p140,6
1652p165,1
1658p217,7
2515p257,9
2528p292,6
2817m760,14
3284p120,7
3248p197,6
3265p227,11
3316m397,9
0083p192,6
0070p300,9
0085p302,5
0190p087,6
0160p130,8
0155p197,5
0149p287,6
0450m490,3
0429m630,28
0451p062,8
0520m052,5
0544m062,6
0544m087,2
1265p150,12
2125p155,7
2189m122,10
2150m225,13
2155m227,6
2166m395,27
2553p027,10
3436p010,6
0148m112,14
0198m160,4
0156m237,2
0162m317,92
0185m642,1
1968m245,4
1954m367,5
1961m415,19
1993p027,2
1963p037,2
1969p302,4
2904m420,27
0101m032,4
0145m180,4
0133m155,6
0467m115,4
0757m555,3
1473p015,7
1747m102,8
1743m180,3
1714m395,10
0591m522,5
1490p247,5
1504m072,7
1539m157,11
1548m297,8
1585p042,11
1597p280,6
1597p310,7
1861m292,5
1947m087,7
1901m062,8
1912m080,2
1948m152,7
2398p325,2
2879m632,20
3269m470,54
3283m752,6
3319m827,23
3305p087,9
3318p087,11
3324p217,5
3511p337,14
3583m055,12
3549m150,2
3569m317,6
0078m040,3
0053m012,6
0370m240,3
0479m505,3
1072m810,6
2231p042,6
2212p270,109
2256m005,15
2269m182,7
2298m202,13
2722p195,11
2745p237,4
3272m095,5
3279m070,5
3285m325,1
3482p197,17
0045m260,10
0017m495,2
0358p005,9
0369p032,9
0350p090,10
1804m352,7
1821p010,4
1841p097,2
1910p202,2
1926p202,7
1918p260,6
2321p140,3
2322p217,3
2338p322,6
2692m702,135
2700m737,3
2683m770,8
3051m617,4
0639m590,2
0693p100,22
0713m252,12
0707m342,15
1027m482,57
2013p025,5
2038p112,5
2060m067,7
2091m242,5
2076m412,13
2413p245,8
3015m505,5
3227m412,11
3407m540,3
3435m555,14
0201p092,7
0275p320,3
0302m255,7
0908m247,5
0941m592,4
1727p127,9
1725p317,5
1234p260,7
1263m032,9
1276m005,9
1618m100,12
3500m380,3
3534m422,6
3591p090,3
3598p167,7
3598p190,6
0290m235,7
0291m485,3
0829m570,8
1897m080,51
1876m210,6
1920m232,12
1944m367,5
2293m827,6
2284p040,5
2481p012,4
2451p230,13
2458p305,4
3159m550,6
3457m432,3
0865m205,14
1456m022,6
1524m852,25
1531p235,1
1507p247,8
2138m062,4
2112m335,4
2486m187,4
2603p290,5
3102m427,8
3229p065,5
3201p127,11
3242p160,6
3591m432,6
3594m452,5
0287p055,3
0297p052,8
0264p217,5
0260p262,6
0341p030,11
0680m335,6
0782m342,4
1354p147,9
1445m080,6
1445m105,8
1611p085,8
1605p252,2
1646p332,2
0077m460,5
0238p140,4
0284m032,4
0583p077,11
1333p005,9
1307p127,12
1320p150,12
1380m077,4
1369m060,5
1378m117,5
1364m102,3
1396p012,4
1995m395,13
1969p050,9
0126m002,5
0133m190,3
0129m262,6
0110m625,17
0107p095,7
0137p077,8
0467m080,5
0452m130,11
1718m215,2
1725m307,8
1776p272,4
1801m010,11
1821m142,7
2011m282,17
2533p045,8
2534p032,6
2538p230,5
2506p230,10
2536p345,7
2196p335,3
2226m040,6
2219m240,10
2222m272,2
2340m075,7
2301m302,12
3049m612,4
3084m045,5
3153p007,8
3432m067,4
0048m540,8
0048p002,3
0213m357,9
2843m697,6
2891m375,7
3252p055,13
3308m002,3
3326m352,3
0066p085,6
0150p202,3
0177p285,6
0153p317,16
0402m497,10
0432m455,5
0441p032,7
0455p060,7
0505m055,6
1659m085,8
0436m067,7
0420m342,5
0959m430,20
0951m510,7
1776p032,5
1783p122,2
2131p277,4
2157m127,4
2154m110,12
2162m232,10
2170m330,42
3138p062,9
3385m042,3
3375m067,6
3356m140,4
3356m412,8
3444p177,9
3424p287,2
0196m047,6
0183m162,3
0183m302,4
0151m322,3
0164m360,3
0555m627,5
0612m100,5
0635m200,7
1503m080,7
1550m057,11
1508m217,5
1596p015,6
1587p115,15
1600p212,11
1549p292,12
1556p332,4
1856m300,7
1896m850,9
1853p235,5
1863p222,4
1908m032,3
1901m140,23
1905m160,4
2378p270,4
2894m435,6
2866m452,12
2853m565,11
3252m527,5
3268m560,6
3293m762,25
3253p015,12
3343p017,4
3321p135,4
3322p215,5
3561m025,5
3588m145,3
3598m285,5
0014p147,4
0061m002,3
0051m025,5
0349m315,3
0385m500,5
0496m262,5
0453m385,2
1094p292,7
1194p050,19
1408m200,11
1403m152,5
1414m157,4
2201p010,7
2229p322,7
2291m165,4
2275m347,10
3266m027,4
3288m195,5
3463p195,8
3528m057,6
3532m125,4
0350p292,3
0624m562,6
2036p022,4
2039p042,4
2008p235,9
2020p207,3
2013p335,3
2082m050,7
2094m220,9
2064m312,7
2064m352,14
2428p020,8
1016m475,9
1818p082,5
1826p087,1
1235p207,4
3544m525,2
3531m580,2
3581p035,7
3590p165,1
0262m365,3
0324p272,7
0390m195,4
0810m390,5
0810m415,7
1912p155,3
2341p195,3
2304p262,5
2686p240,5
3103m030,13
3243m437,6
3216m435,5
0890m180,12
1471m027,14
1480m150,15
1513p027,4
1528p085,9
1546p070,1
2091p037,3
2091p220,6
2136m017,10
2143m170,5
2140m270,4
2133m285,4
2413p292,6
2444p277,2
2620p087,6
3439m487,10
3418m662,5
3510p205,5
0926m357,10
1746p002,5
1727p115,6
1773m262,10
1899m137,4
1920m257,8
1942m335,40
1924m315,6
2285p112,5
2263p200,4
2282p287,6
2476p012,8
2468p195,3
3136m225,4
3201p007,12
3208p070,3
3204p182,30
0087m327,4
0080m410,5
0087m582,3
0215p112,4
0671m462,4
0686m515,1
0685m612,11
1060p330,12
1108m650,7
3577m525,6
3556m570,7
0308m782,16
0571m012,14
0697m032,7
0678m125,2
0662m205,5
0668m447,7
0782m035,4
1693m032,2
1338m810,3
1387m052,9
1853m250,4
1863m327,4
1888m395,8
1866p087,5
1892p112,3
1886p197,9
1870p205,5
2385p127,2
2365p217,2
2376p282,10
2433m057,45
2877m637,22
2852m670,8
3280p045,4
3312p292,6
3578m087,6
3578m130,5
3575m102,5
0026p280,10
0024p280,8
0010p315,8
2036p007,6
2042p057,2
2009p222,3
1812p220,6
1801p292,7
1876m022,2
2141p175,8
2132p242,8
2171m017,5
0371m235,8
2158m067,7
2185m172,7
2179m350,8
2991m652,3
3005m855,9
3130m610,6
3103p017,14
3365m395,2
3400p040,5
3421p132,5
3424p212,6
0122p137,1
0104p197,5
0133p162,5
1961m402,4
1982p070,7
1958p105,6
1962p192,9
2026m015,7
0184m480,7
0572m390,4
0583m535,8
0563m620,7
0640m305,6
3378p050,3
1550m032,5
1548m125,12
1550m132,9
1509m185,5
0114m185,5
0140m362,3
0140m410,5
0132m452,2
0147m532,10
0466m072,11
1128p220,6
1459p087,3
1476p177,6
1726m027,5
1731m275,7
1747m277,7
0452m327,7
0478m347,3
1180m762,8
2180p055,6
2179p330,9
2221m092,19
2215m082,7
2221m182,4
2226m317,4
2750m887,10
3167p050,5
3167p102,5
3433m107,3
1450m202,7
0013m512,17
2030m222,2
2040m215,10
2014m325,11
2530p192,3
3271p202,13
3313m005,18
3305m360,4
3317m432,6
3305m540,7
0094p070,3
0090p122,21
0059p102,2
0067p242,4
0067p295,4
0244m125,10
0213m235,17
0243m220,2
0438m090,8
0980m445,12
1287p227,13
1259p277,3
1666p035,4
1655p252,6
1783p097,3
1762p162,5
0193p010,5
0182p057,6
0163p095,6
0164p062,4
0182p112,2
0169p302,3
0403m530,1
0500m127,3
0542m155,5
0751p025,5
0848m252,3
0844m255,5
1053m532,8
1254m072,1
1256p122,3
1659m282,7
1591m020,10
1589m085,8
1597m252,20
2241p090,4
2203p087,9
2216p250,14
2240p287,4
2206p330,5
2291m105,18
2297m150,8
2291m242,5
2265m275,7
2726p182,5
3173m002,8
3171m007,7
3269m097,10
3285m112,6
3486p295,6
0026m115,6
0015m295,2
0359p102,19
0644m602,6
0700m337,5
1229p087,8
1204p105,5
1225p320,2
1621m240,4
2092m122,10
2084m195,8
2069m330,6
2076m332,14
3070m342,4
3069m397,8
3087m502,27
3092m595,9
3558p032,11
0266m427,10
0268m492,7
0339p177,7
0325p222,5
0332p265,8
0388m095,6
0805m447,10
0866m270,6
1494m195,4
1507p047,7
1534p080,7
1529p132,7
1519p172,37
1507p160,4
1547p225,13
2468m182,23
2607p157,6
2647p302,5
3120m107,8
3110m417,1
3222m827,17
3243p240,44
0061m445,4
0203p157,6
0227p182,8
0248p215,13
0259m032,4
0596p080,9
1109m482,9
1344p080,6
1325p210,7
2477p092,6
2484p265,5
2481p325,17
2997m215,5
3187m427,23
3164m600,8
3196m662,11
3493m037,7
3476m350,4
0297m707,5
0265m762,4
0313m565,6
0300m730,1
0595m070,10
0724p035,4
0798m190,6
0794m290,9
1357p097,8
1379p197,5
1391p347,1
1417m047,7
1416m075,8
1446m135,3
1616p082,4
1618p290,5
1635p340,12
1846p092,3
1824p127,6
2333p187,4
2347p297,4
2331p282,1
3503p037,4
0234m532,8
0207m625,11
0226m737,11
0338m017,5
0525m252,10
0541m625,6
0902m315,5
1226m012,8
1733p240,5
1773m012,4
1760m095,10
1783m060,6
1793m107,5
2041m092,5
2936m430,11
2933m457,7
2936m617,17
3364m562,4
3386m670,4
3361m657,7
3345m802,49
3385p047,4
0102m602,4
0406p097,14
0407p052,8
0784m350,4
0791m407,24
0788m530,9
0949m335,6
1102p267,15
2182p057,3
2170p200,5
2208m020,18
2211m027,5
2247m265,8
2200m362,8
1450m265,1
1753p340,1
2016m252,3
2346m202,27
2305m257,18
2521p120,5
2499p117,12
2500p212,9
2516p312,8
2852m792,13
3302m087,7
3343m147,4
2758p295,4
3011m797,9
3075m042,6
3199p157,4
3347m362,2
3394p115,11
3389p230,9
3377p222,9
3420m075,7
0246m325,2
0211m415,32
0231m425,10
0399m045,4
0448m192,2
0446m377,5
0399m372,8
0070p130,11
0089p160,6
0073p212,5
0163p002,10
0859m480,8
0951m642,8
1002m710,10
0985m817,3
0420m615,7
0483p030,6
0528m077,3
0812m205,6
1261p312,13
1690m192,4
1665m365,3
1678p010,2
1786p030,2
2145p152,24
2168m022,9
2171m105,4
2586p082,8
2592p332,6
3358m092,4
3379m082,7
3398m105,9
3360m362,1
3411p082,8
3424p092,10
3419p132,9
0140p105,3
0124p125,1
0102p157,3
0171m020,5
0185m085,4
0161m295,11
0165m332,4
0191m480,7
0596m552,4
0608m027,5
0627m082,9
0612m205,21
0624m372,4
1482p277,12
1535m032,3
1532m067,5
2243p270,12
2275m227,9
2363p025,8
2374p085,2
2783m655,7
3261m010,6
3272m050,9
3259m090,6
3291m132,7
3483p060,4
3510m057,2
0356p260,6
0355p275,7
0629p065,9
0711m255,5
0723m332,7
2026p010,10
2013p250,3
1045m557,26
1240p247,14
1227p280,12
1609m085,4
1636m285,3
2079m262,1
2412p237,3
2433p220,4
3098m437,4
3085m427,5
3518m297,11
3538m482,7
3551p040,5
0269m230,6
0284m350,5
0352m090,6
0349m105,12
0380m200,11
1446p117,9
1401p222,6
1494m220,8
1513p077,6
1517p145,4
2142m285,8
3118m367,3
3217m740,7
3216p207,6
3447m665,10
1845m417,7
1816p007,12
1828p017,10
1819p145,7
1935p082,7
1905p157,4
1961m047,8
2328p055,8
2372m052,14
2399m145,11
2656p142,6
2653p232,9
3214m427,9
3235m492,7
3215m670,11
3546m780,9
0276p335,3
0323m017,6
0328m065,7
0349m337,6
0912m237,4
0932m330,14
0945m552,17
1155p330,12
1703p015,4
1771m032,1
1765m237,9
2285p195,3
1856p165,10
1865p205,5
1928m017,7
1919m080,6
2385p292,4
2368p277,2
3330m715,6
3307p300,3
0077m512,4
0092m510,4
0094m535,8
0083m682,3
0254m100,1
0725m440,6
1132m777,40
1332p112,10
3192m475,5
3170m527,4
3486m035,8
3479m110,7
3578m407,16
3575m622,4
0291p080,3
0321m722,4
0617p122,4
0689m222,6
0766m022,8
0785m105,12
0799m147,12
0760m225,12
3572m142,7
3592m277,2
3598m330,4
0037p172,8
0054m200,166
0360m222,3
0391m310,14
0464m415,1
0464m600,6
0479m582,5
1365p252,7
1073m695,22
1057m740,1
1181p077,3
1966m152,7
1999m322,7
1980p302,3
2919m530,5
2931m522,5
2932m755,5
3397m497,6
3355m490,9
3369m467,6
3392m787,56
0145m182,9
0144m222,4
0117m785,5
1111p215,11
1198m012,4
1497p062,8
1486p122,2
1747m135,7
1707m172,6
1718m330,10
1730m327,7
1752p292,6
1834m130,8
1850m170,4
1801m300,3
2542p080,6
2527p122,8
2546p317,5
2821m860,14
3287p262,7
3331m012,13
3336m012,4
3348m052,8
3323m435,5
0177p115,3
0164p190,7
0419m555,6
0528m060,18
0522m202,11
0817m197,7
1252p045,11
1251p025,8
1263p032,4
1291p005,7
1273p105,8
1295p122,10
2146p020,11
2144p040,7
2149m047,4
1693m072,5
1680m080,9
1688m212,5
1693m285,7
2156m157,5
2168m260,23
2582p230,3
2998m670,55
3373m212,9
3441m722,11
3425p182,4
0112p195,5
0179m052,6
0169m290,4
0151m367,6
0174m537,7
0548m542,8
0625m047,3
0613m057,9
0638m335,3
0605m437,5
1515m115,8
1553p022,3
2193p277,6
2231m287,10
2306m252,4
2801m590,10
3155p077,10
3197p080,3
3218m007,5
3229m065,9
3387p070,8
3392p167,6
3435m067,4
0017m500,4
0210m217,6
0234m297,4
0205m362,4
0427m182,2
0410m440,3
0870m805,4
0984m580,5
0983m605,6
0975m612,57
1253p217,2
1673p067,9
1674p145,9
1654p230,6
1651p337,4
1893m402,7
1855p295,7
1876p332,12
1926m132,11
2356p342,5
2358p317,17
